date,airport,inbound_flights,inbound_avg_arr_delay
2022-02-13,LAX,511,0.31898238747553814
2022-02-14,LAX,533,1.6810506566604129
2022-02-15,LAX,476,-1.0525210084033614
2022-02-16,LAX,471,-0.6878980891719745
2022-02-17,LAX,540,4.811111111111111
2022-02-18,LAX,540,9.885185185185184
2022-02-19,LAX,457,1.262582056892779
2022-02-20,LAX,513,-3.280701754385965
2022-02-21,LAX,534,4.571161048689139
2022-02-22,LAX,485,15.606185567010309
2022-02-23,LAX,464,15.831896551724139
2022-02-24,LAX,532,11.430451127819548
2022-02-25,LAX,533,17.4953095684803
2022-02-26,LAX,458,3.334061135371179
2022-02-27,LAX,541,1.2587800369685767
2022-02-28,LAX,540,-1.737037037037037
2022-03-01,LAX,481,-6.081081081081081
2022-03-02,LAX,474,-11.223628691983123
2022-03-03,LAX,540,1.885185185185185
2022-03-04,LAX,520,0.33076923076923076
2022-03-05,LAX,451,8.288248337028826
2022-03-06,LAX,523,13.372848948374761
2022-03-07,LAX,521,1.8982725527831095
2022-03-08,LAX,477,-7.348008385744235
2022-03-09,LAX,473,6.2706131078224105
2022-03-10,LAX,532,14.231203007518797
2022-03-11,LAX,527,8.840607210626185
2022-03-12,LAX,459,15.254901960784315
2022-03-13,LAX,513,17.43859649122807
2022-03-14,LAX,526,-2.076045627376426
2022-03-15,LAX,488,-6.381147540983607
2022-03-16,LAX,484,-7.095041322314049
2022-03-17,LAX,542,2.8284132841328415
2022-03-18,LAX,536,5.498134328358209
2022-03-19,LAX,472,9.705508474576272
2022-03-20,LAX,536,3.5074626865671643
2022-03-21,LAX,525,0.9142857142857143
2022-03-22,LAX,500,-8.42
2022-03-23,LAX,496,-13.508064516129032
2022-03-24,LAX,536,-5.001865671641791
2022-03-25,LAX,540,-1.364814814814815
2022-03-26,LAX,475,-6.707368421052632
2022-03-27,LAX,533,6.896810506566604
2022-03-28,LAX,533,15.711069418386492
2022-03-29,LAX,491,-5.887983706720978
2022-03-30,LAX,489,-1.6993865030674846
2022-03-31,LAX,543,10.044198895027625
2022-04-01,LAX,528,1.3409090909090908
2022-04-02,LAX,461,9.815618221258134
2022-04-03,LAX,530,11.4
2022-04-04,LAX,527,2.2314990512333965
2022-04-05,LAX,496,5.413306451612903
2022-04-06,LAX,500,-0.992
2022-04-07,LAX,543,6.263351749539595
2022-04-08,LAX,535,-1.4261682242990654
2022-04-09,LAX,448,1.9486607142857142
2022-04-10,LAX,536,8.199626865671641
2022-04-11,LAX,534,13.50561797752809
2022-04-12,LAX,503,9.363817097415508
2022-04-13,LAX,495,14.123232323232322
2022-04-14,LAX,549,19.0
2022-04-15,LAX,538,18.507434944237918
2022-04-16,LAX,459,12.143790849673202
2022-04-17,LAX,540,8.11111111111111
2022-04-18,LAX,543,9.348066298342541
2022-04-19,LAX,502,1.3525896414342629
2022-04-20,LAX,510,-1.5137254901960784
2022-04-21,LAX,550,5.196363636363636
2022-04-22,LAX,551,6.557168784029038
2022-04-23,LAX,466,-1.48068669527897
2022-04-24,LAX,545,0.8293577981651377
2022-04-25,LAX,544,4.251838235294118
2022-04-26,LAX,511,0.09980430528375733
2022-04-27,LAX,509,5.685658153241651
2022-04-28,LAX,548,-1.7043795620437956
2022-04-29,LAX,549,3.7522768670309654
2022-04-30,LAX,458,5.08296943231441
2022-05-01,LAX,529,4.342155009451796
2022-05-02,LAX,540,3.4203703703703705
2022-05-03,LAX,496,0.0020161290322580645
2022-05-04,LAX,499,-4.841683366733467
2022-05-05,LAX,548,3.7244525547445257
2022-05-06,LAX,557,0.21364452423698385
2022-05-07,LAX,474,2.478902953586498
2022-05-08,LAX,546,6.78021978021978
2022-05-09,LAX,558,5.098566308243727
2022-05-10,LAX,520,1.373076923076923
2022-05-11,LAX,524,2.7786259541984735
2022-05-12,LAX,560,2.1357142857142857
2022-05-13,LAX,558,1.5663082437275986
2022-05-14,LAX,471,-2.231422505307856
2022-05-15,LAX,553,6.151898734177215
2022-05-16,LAX,558,7.566308243727598
2022-05-17,LAX,522,2.942528735632184
2022-05-18,LAX,530,0.19622641509433963
2022-05-19,LAX,572,3.8461538461538463
2022-05-20,LAX,572,12.197552447552448
2022-05-21,LAX,470,17.02340425531915
2022-05-22,LAX,554,13.146209386281589
2022-05-23,LAX,575,7.7843478260869565
2022-05-24,LAX,530,3.7528301886792454
2022-05-25,LAX,531,8.875706214689265
2022-05-26,LAX,568,2.2588028169014085
2022-05-27,LAX,571,4.61646234676007
2022-05-28,LAX,478,3.9393305439330546
2022-05-29,LAX,534,8.958801498127341
2022-05-30,LAX,567,6.599647266313933
2022-05-31,LAX,535,0.32149532710280376
2022-06-01,LAX,518,4.457528957528957
2022-06-02,LAX,541,7.817005545286507
2022-06-03,LAX,562,12.037366548042705
2022-06-04,LAX,471,8.447983014861995
2022-06-05,LAX,543,4.666666666666667
2022-06-06,LAX,562,7.483985765124555
2022-06-07,LAX,532,9.073308270676693
2022-06-08,LAX,529,13.391304347826088
2022-06-09,LAX,558,12.114695340501791
2022-06-10,LAX,558,13.586021505376344
2022-06-11,LAX,488,16.381147540983605
2022-06-12,LAX,549,22.26593806921676
2022-06-13,LAX,563,12.08348134991119
2022-06-14,LAX,535,2.257943925233645
2022-06-15,LAX,533,5.365853658536586
2022-06-16,LAX,548,20.43978102189781
2022-06-17,LAX,556,19.96043165467626
2022-06-18,LAX,479,15.302713987473904
2022-06-19,LAX,542,14.48339483394834
2022-06-20,LAX,560,8.625
2022-06-21,LAX,530,-1.6886792452830188
2022-06-22,LAX,533,12.439024390243903
2022-06-23,LAX,558,10.413978494623656
2022-06-24,LAX,560,9.776785714285714
2022-06-25,LAX,485,4.455670103092784
2022-06-26,LAX,549,7.520947176684881
2022-06-27,LAX,566,18.37102473498233
2022-06-28,LAX,531,5.018832391713747
2022-06-29,LAX,537,7.545623836126629
2022-06-30,LAX,562,1.8558718861209964
2022-07-01,LAX,560,6.916071428571429
2022-07-02,LAX,488,4.420081967213115
2022-07-03,LAX,506,0.20553359683794467
2022-07-04,LAX,537,-4.571694599627561
2022-07-05,LAX,536,4.509328358208955
2022-07-06,LAX,526,-0.31749049429657794
2022-07-07,LAX,562,0.900355871886121
2022-07-08,LAX,559,3.1252236135957068
2022-07-09,LAX,492,2.180894308943089
2022-07-10,LAX,559,5.5706618962432914
2022-07-11,LAX,574,4.655052264808362
2022-07-12,LAX,537,6.888268156424581
2022-07-13,LAX,541,4.7467652495378925
2022-07-14,LAX,571,9.809106830122593
2022-07-15,LAX,575,5.7965217391304344
2022-07-16,LAX,492,8.65040650406504
2022-07-17,LAX,565,7.527433628318584
2022-07-18,LAX,569,8.521968365553603
2022-07-19,LAX,531,7.0
2022-07-20,LAX,537,1.100558659217877
2022-07-21,LAX,571,4.6830122591943955
2022-07-22,LAX,570,8.456140350877194
2022-07-23,LAX,495,14.096969696969698
2022-07-24,LAX,561,12.040998217468806
2022-07-25,LAX,570,19.63684210526316
2022-07-26,LAX,532,7.12593984962406
2022-07-27,LAX,539,12.057513914656772
2022-07-28,LAX,573,8.879581151832461
2022-07-29,LAX,571,5.467600700525394
2022-07-30,LAX,492,4.605691056910569
2022-07-31,LAX,553,12.47016274864376
2022-08-01,LAX,558,3.293906810035842
2022-08-02,LAX,527,-4.863377609108159
2022-08-03,LAX,534,0.7640449438202247
2022-08-04,LAX,548,20.91058394160584
2022-08-05,LAX,546,15.976190476190476
2022-08-06,LAX,482,3.3858921161825726
2022-08-07,LAX,552,21.117753623188406
2022-08-08,LAX,567,10.037037037037036
2022-08-09,LAX,527,1.2751423149905123
2022-08-10,LAX,517,5.369439071566731
2022-08-11,LAX,565,9.431858407079647
2022-08-12,LAX,560,9.533928571428572
2022-08-13,LAX,487,1.9178644763860369
2022-08-14,LAX,555,9.846846846846846
2022-08-15,LAX,562,0.037366548042704624
2022-08-16,LAX,524,-4.017175572519084
2022-08-17,LAX,523,0.08795411089866156
2022-08-18,LAX,553,9.602169981916818
2022-08-19,LAX,552,12.271739130434783
2022-08-20,LAX,482,4.016597510373444
2022-08-21,LAX,534,13.859550561797754
2022-08-22,LAX,546,17.842490842490843
2022-08-23,LAX,518,-4.698841698841699
2022-08-24,LAX,517,-1.5686653771760155
2022-08-25,LAX,558,0.46415770609318996
2022-08-26,LAX,557,7.578096947935368
2022-08-27,LAX,485,-0.7690721649484537
2022-08-28,LAX,551,3.2232304900181488
2022-08-29,LAX,553,7.783001808318264
2022-08-30,LAX,520,0.9576923076923077
2022-08-31,LAX,522,-0.9731800766283525
2022-09-01,LAX,558,-1.1344086021505377
2022-09-02,LAX,556,-1.1672661870503598
2022-09-03,LAX,460,-7.271739130434782
2022-09-04,LAX,507,-6.660749506903353
2022-09-05,LAX,550,-3.2436363636363637
2022-09-06,LAX,494,-8.066801619433198
2022-09-07,LAX,485,-9.622680412371134
2022-09-08,LAX,542,-1.5092250922509225
2022-09-09,LAX,543,13.215469613259668
2022-09-10,LAX,475,1.6126315789473684
2022-09-11,LAX,527,6.497153700189753
2022-09-12,LAX,550,6.016363636363637
2022-09-13,LAX,489,-1.8793456032719837
2022-09-14,LAX,488,-1.6454918032786885
2022-09-15,LAX,552,2.596014492753623
2022-09-16,LAX,555,1.1567567567567567
2022-09-17,LAX,468,2.8803418803418803
2022-09-18,LAX,527,13.96774193548387
2022-09-19,LAX,549,7.371584699453552
2022-09-20,LAX,489,-4.229038854805726
2022-09-21,LAX,489,-0.0408997955010225
2022-09-22,LAX,550,8.23090909090909
2022-09-23,LAX,555,3.354954954954955
2022-09-24,LAX,472,-1.4385593220338984
2022-09-25,LAX,528,3.7518939393939394
2022-09-26,LAX,551,0.455535390199637
2022-09-27,LAX,492,-6.477642276422764
2022-09-28,LAX,475,1.568421052631579
2022-09-29,LAX,544,-2.3786764705882355
2022-09-30,LAX,549,-0.3788706739526412
2022-10-01,LAX,456,3.8815789473684212
2022-10-02,LAX,519,2.5626204238921
2022-10-03,LAX,545,-3.491743119266055
2022-10-04,LAX,489,-3.5480572597137012
2022-10-05,LAX,487,-5.819301848049282
2022-10-06,LAX,532,-3.4210526315789473
2022-10-07,LAX,543,-5.5340699815837935
2022-10-08,LAX,467,-2.475374732334047
2022-10-09,LAX,517,-5.112185686653771
2022-10-10,LAX,539,-1.6808905380333952
2022-10-11,LAX,505,-3.5485148514851486
2022-10-12,LAX,506,4.737154150197629
2022-10-13,LAX,539,3.400742115027829
2022-10-14,LAX,539,8.01113172541744
2022-10-15,LAX,466,9.901287553648068
2022-10-16,LAX,512,3.435546875
2022-10-17,LAX,531,1.0659133709981168
2022-10-18,LAX,500,-3.384
2022-10-19,LAX,505,-6.673267326732673
2022-10-20,LAX,537,-1.675977653631285
2022-10-21,LAX,539,3.406307977736549
2022-10-22,LAX,466,4.851931330472103
2022-10-23,LAX,514,4.856031128404669
2022-10-24,LAX,535,4.45981308411215
2022-10-25,LAX,500,2.534
2022-10-26,LAX,501,5.874251497005988
2022-10-27,LAX,535,-1.5719626168224299
2022-10-28,LAX,536,4.063432835820896
2022-10-29,LAX,459,-7.832244008714597
2022-10-30,LAX,497,-9.78672032193159
2022-10-31,LAX,480,-0.25833333333333336
2022-11-01,LAX,495,-3.2767676767676766
2022-11-02,LAX,498,0.7309236947791165
2022-11-03,LAX,530,1.5339622641509434
2022-11-04,LAX,532,9.740601503759398
2022-11-05,LAX,454,12.43612334801762
2022-11-06,LAX,512,1.41015625
2022-11-07,LAX,517,1.806576402321083
2022-11-08,LAX,497,10.142857142857142
2022-11-09,LAX,500,-0.3
2022-11-10,LAX,525,-3.3714285714285714
2022-11-11,LAX,531,1.5065913370998116
2022-11-12,LAX,466,-0.7575107296137339
2022-11-13,LAX,528,4.649621212121212
2022-11-14,LAX,529,1.4971644612476371
2022-11-15,LAX,505,-3.388118811881188
2022-11-16,LAX,507,0.777120315581854
2022-11-17,LAX,535,6.82803738317757
2022-11-18,LAX,539,4.846011131725417
2022-11-19,LAX,482,1.5435684647302905
2022-11-20,LAX,538,-1.6394052044609666
2022-11-21,LAX,534,-3.8838951310861423
2022-11-22,LAX,522,-2.2758620689655173
2022-11-23,LAX,538,-5.855018587360595
2022-11-24,LAX,354,-15.954802259887005
2022-11-25,LAX,493,-13.231237322515213
2022-11-26,LAX,505,-0.6237623762376238
2022-11-27,LAX,546,4.728937728937729
2022-11-28,LAX,541,7.11460258780037
2022-11-29,LAX,506,7.223320158102767
2022-11-30,LAX,485,8.34020618556701
2022-12-01,LAX,512,9.18359375
2022-12-02,LAX,514,18.651750972762645
2022-12-03,LAX,454,7.405286343612334
2022-12-04,LAX,507,19.29191321499014
2022-12-05,LAX,515,6.650485436893204
2022-12-06,LAX,486,6.246913580246914
2022-12-07,LAX,488,2.6147540983606556
2022-12-08,LAX,515,8.73009708737864
2022-12-09,LAX,518,8.335907335907336
2022-12-10,LAX,456,8.734649122807017
2022-12-11,LAX,507,21.185404339250493
2022-12-12,LAX,510,5.715686274509804
2022-12-13,LAX,483,2.153209109730849
2022-12-14,LAX,489,5.192229038854806
2022-12-15,LAX,526,11.142585551330798
2022-12-16,LAX,540,6.642592592592592
2022-12-17,LAX,485,9.303092783505155
2022-12-18,LAX,530,14.652830188679244
2022-12-19,LAX,528,13.429924242424242
2022-12-20,LAX,515,6.52621359223301
2022-12-21,LAX,520,11.053846153846154
2022-12-22,LAX,503,37.737574552683895
2022-12-23,LAX,456,36.208333333333336
2022-12-24,LAX,347,34.46974063400577
2022-12-25,LAX,345,28.608695652173914
2022-12-26,LAX,434,19.283410138248847
2022-12-27,LAX,448,25.408482142857142
2022-12-28,LAX,451,12.651884700665189
2022-12-29,LAX,471,4.467091295116773
2022-12-30,LAX,521,7.535508637236084
2022-12-31,LAX,400,18.095
2023-01-01,LAX,466,13.3862660944206
2023-01-02,LAX,514,25.53112840466926
2023-01-03,LAX,517,34.63442940038685
2023-01-04,LAX,487,35.92813141683778
2023-01-05,LAX,500,22.136
2023-01-06,LAX,510,2.176470588235294
2023-01-07,LAX,463,-3.5010799136069113
2023-01-08,LAX,499,3.4929859719438876
2023-01-09,LAX,515,17.314563106796115
2023-01-10,LAX,485,17.022680412371134
2023-01-11,LAX,468,43.324786324786324
2023-01-12,LAX,518,2.9806949806949805
2023-01-13,LAX,518,1.33011583011583
2023-01-14,LAX,429,8.456876456876456
2023-01-15,LAX,466,7.9742489270386265
2023-01-16,LAX,514,15.66147859922179
2023-01-17,LAX,486,-2.1419753086419755
2023-01-18,LAX,474,-2.4177215189873418
2023-01-19,LAX,517,3.123791102514507
2023-01-20,LAX,520,-3.023076923076923
2023-01-21,LAX,444,0.5720720720720721
2023-01-22,LAX,493,-3.7302231237322516
2023-01-23,LAX,514,-5.844357976653696
2023-01-24,LAX,486,-3.6995884773662553
2023-01-25,LAX,484,0.1797520661157025
2023-01-26,LAX,521,-7.264875239923224
2023-01-27,LAX,516,-3.0290697674418605
2023-01-28,LAX,439,5.913439635535307
2023-01-29,LAX,490,16.644897959183673
2023-01-30,LAX,500,21.13
2023-01-31,LAX,463,6.136069114470843
2023-02-01,LAX,457,3.4551422319474834
2023-02-02,LAX,504,0.43452380952380953
2023-02-03,LAX,520,0.7173076923076923
2023-02-04,LAX,445,-0.4584269662921348
2023-02-05,LAX,495,7.537373737373738
2023-02-06,LAX,524,-2.9923664122137406
2023-02-07,LAX,497,-13.372233400402415
2023-02-08,LAX,496,-9.03024193548387
2023-02-09,LAX,518,-4.214285714285714
2023-02-10,LAX,518,-3.552123552123552
2023-02-11,LAX,443,-5.8487584650112865
2023-02-12,LAX,476,-6.668067226890757
2023-02-13,LAX,509,3.1709233791748526
2023-02-14,LAX,480,2.39375
2023-02-15,LAX,484,3.5454545454545454
2023-02-16,LAX,516,8.207364341085272
2023-02-17,LAX,521,7.470249520153551
2023-02-18,LAX,448,6.397321428571429
2023-02-19,LAX,473,10.731501057082452
2023-02-20,LAX,521,5.380038387715931
2023-02-21,LAX,496,5.463709677419355
2023-02-22,LAX,466,23.811158798283262
2023-02-23,LAX,496,38.54838709677419
2023-02-24,LAX,422,44.59478672985782
2023-02-25,LAX,420,62.17857142857143
2023-02-26,LAX,482,19.105809128630707
2023-02-27,LAX,517,23.007736943907158
2023-02-28,LAX,492,18.601626016260163
2023-03-01,LAX,485,13.090721649484536
2023-03-02,LAX,524,2.0553435114503817
2023-03-03,LAX,524,17.822519083969464
2023-03-04,LAX,449,10.783964365256125
2023-03-05,LAX,492,21.32520325203252
2023-03-06,LAX,527,8.870967741935484
2023-03-07,LAX,498,2.504016064257028
2023-03-08,LAX,493,1.2900608519269776
2023-03-09,LAX,529,10.037807183364839
2023-03-10,LAX,529,24.98109640831758
2023-03-11,LAX,460,18.232608695652175
2023-03-12,LAX,496,20.43951612903226
2023-03-13,LAX,529,11.257088846880908
2023-03-14,LAX,502,22.07569721115538
2023-03-15,LAX,505,10.0
2023-03-16,LAX,526,8.192015209125476
2023-03-17,LAX,530,9.337735849056603
2023-03-18,LAX,466,5.291845493562231
2023-03-19,LAX,504,9.601190476190476
2023-03-20,LAX,532,7.208646616541353
2023-03-21,LAX,496,25.41532258064516
2023-03-22,LAX,502,19.840637450199203
2023-03-23,LAX,536,17.949626865671643
2023-03-24,LAX,535,8.385046728971963
2023-03-25,LAX,464,13.79094827586207
2023-03-26,LAX,495,18.395959595959596
2023-03-27,LAX,523,13.879541108986615
2023-03-28,LAX,502,4.743027888446215
2023-03-29,LAX,504,9.85515873015873
2023-03-30,LAX,523,9.462715105162523
2023-03-31,LAX,520,10.496153846153845
2023-04-01,LAX,443,13.20316027088036
2023-04-02,LAX,488,10.065573770491802
2023-04-03,LAX,520,14.838461538461539
2023-04-04,LAX,497,7.724346076458753
2023-04-05,LAX,492,21.556910569105693
2023-04-06,LAX,530,7.19811320754717
2023-04-07,LAX,532,1.368421052631579
2023-04-08,LAX,449,-2.77728285077951
2023-04-09,LAX,510,-7.009803921568627
2023-04-10,LAX,537,-6.584729981378026
2023-04-11,LAX,519,-13.248554913294798
2023-04-12,LAX,516,-8.806201550387597
2023-04-13,LAX,554,-1.6768953068592058
2023-04-14,LAX,546,0.3076923076923077
2023-04-15,LAX,461,8.58351409978308
2023-04-16,LAX,514,10.478599221789883
2023-04-17,LAX,552,9.543478260869565
2023-04-18,LAX,519,9.300578034682081
2023-04-19,LAX,523,8.791586998087954
2023-04-20,LAX,549,18.601092896174862
2023-04-21,LAX,548,4.297445255474453
2023-04-22,LAX,466,2.2124463519313307
2023-04-23,LAX,520,8.403846153846153
2023-04-24,LAX,554,1.6949458483754514
2023-04-25,LAX,516,2.300387596899225
2023-04-26,LAX,520,-2.251923076923077
2023-04-27,LAX,558,2.4659498207885306
2023-04-28,LAX,551,0.8457350272232305
2023-04-29,LAX,467,10.0813704496788
2023-04-30,LAX,509,14.673870333988212
2023-05-01,LAX,546,7.13919413919414
2023-05-02,LAX,520,-1.8826923076923077
2023-05-03,LAX,520,-6.242307692307692
2023-05-04,LAX,558,2.482078853046595
2023-05-05,LAX,566,4.798586572438163
2023-05-06,LAX,475,4.517894736842106
2023-05-07,LAX,528,15.443181818181818
2023-05-08,LAX,563,11.47246891651865
2023-05-09,LAX,534,-1.7902621722846441
2023-05-10,LAX,543,3.451197053406998
2023-05-11,LAX,573,5.155322862129145
2023-05-12,LAX,562,0.4199288256227758
2023-05-13,LAX,475,-2.090526315789474
2023-05-14,LAX,525,2.0628571428571427
2023-05-15,LAX,564,-0.8687943262411347
2023-05-16,LAX,536,-4.451492537313433
2023-05-17,LAX,539,-4.76252319109462
2023-05-18,LAX,567,1.5855379188712522
2023-05-19,LAX,557,12.228007181328545
2023-05-20,LAX,467,-1.740899357601713
2023-05-21,LAX,530,7.318867924528302
2023-05-22,LAX,566,2.2385159010600706
2023-05-23,LAX,531,-0.7457627118644068
2023-05-24,LAX,536,5.257462686567164
2023-05-25,LAX,567,5.201058201058201
2023-05-26,LAX,568,1.375
2023-05-27,LAX,466,-6.457081545064377
2023-05-28,LAX,499,-11.03807615230461
2023-05-29,LAX,570,-4.068421052631579
2023-05-30,LAX,532,-4.518796992481203
2023-05-31,LAX,541,-1.9038817005545285
2023-06-01,LAX,570,10.957894736842105
2023-06-02,LAX,575,4.224347826086957
2023-06-03,LAX,483,1.9316770186335404
2023-06-04,LAX,541,-1.4695009242144177
2023-06-05,LAX,579,3.8791018998272886
2023-06-06,LAX,554,1.2617328519855595
2023-06-07,LAX,557,-0.4524236983842011
2023-06-08,LAX,579,0.6373056994818653
2023-06-09,LAX,585,3.72991452991453
2023-06-10,LAX,483,5.687370600414079
2023-06-11,LAX,542,17.629151291512915
2023-06-12,LAX,577,17.493934142114384
2023-06-13,LAX,555,9.58018018018018
2023-06-14,LAX,556,2.735611510791367
2023-06-15,LAX,583,14.873070325900514
2023-06-16,LAX,580,16.69655172413793
2023-06-17,LAX,479,13.444676409185805
2023-06-18,LAX,528,12.183712121212121
2023-06-19,LAX,580,10.439655172413794
2023-06-20,LAX,551,6.459165154264973
2023-06-21,LAX,553,16.018083182640144
2023-06-22,LAX,578,20.141868512110726
2023-06-23,LAX,582,21.675257731958762
2023-06-24,LAX,477,23.534591194968552
2023-06-25,LAX,526,26.720532319391634
2023-06-26,LAX,563,28.460035523978686
2023-06-27,LAX,522,28.07662835249042
2023-06-28,LAX,542,19.407749077490774
2023-06-29,LAX,578,17.593425605536332
2023-06-30,LAX,579,17.276338514680482
2023-07-01,LAX,495,5.791919191919192
2023-07-02,LAX,516,9.236434108527131
2023-07-03,LAX,546,0.6355311355311355
2023-07-04,LAX,501,-4.702594810379241
2023-07-05,LAX,560,8.217857142857143
2023-07-06,LAX,579,10.417962003454232
2023-07-07,LAX,575,12.970434782608695
2023-07-08,LAX,499,11.849699398797595
2023-07-09,LAX,538,16.533457249070633
2023-07-10,LAX,595,8.556302521008403
2023-07-11,LAX,562,5.5338078291814945
2023-07-12,LAX,566,6.602473498233215
2023-07-13,LAX,598,6.182274247491639
2023-07-14,LAX,585,24.17948717948718
2023-07-15,LAX,501,16.41317365269461
2023-07-16,LAX,541,22.569316081330868
2023-07-17,LAX,595,18.126050420168067
2023-07-18,LAX,561,13.13903743315508
2023-07-19,LAX,571,5.418563922942207
2023-07-20,LAX,600,12.613333333333333
2023-07-21,LAX,598,14.219063545150501
2023-07-22,LAX,505,7.196039603960396
2023-07-23,LAX,556,10.365107913669064
2023-07-24,LAX,593,15.116357504215852
2023-07-25,LAX,557,15.307001795332136
2023-07-26,LAX,571,10.220665499124344
2023-07-27,LAX,597,10.71356783919598
2023-07-28,LAX,591,14.472081218274111
2023-07-29,LAX,500,12.016
2023-07-30,LAX,550,21.71818181818182
2023-07-31,LAX,587,17.938671209540033
2023-08-01,LAX,557,4.493716337522442
2023-08-02,LAX,569,5.701230228471002
2023-08-03,LAX,601,13.425956738768718
2023-08-04,LAX,597,29.462311557788944
2023-08-05,LAX,502,9.249003984063744
2023-08-06,LAX,547,26.93235831809872
2023-08-07,LAX,584,29.57191780821918
2023-08-08,LAX,563,12.323268206039076
2023-08-09,LAX,572,9.222027972027972
2023-08-10,LAX,602,12.024916943521594
2023-08-11,LAX,602,9.737541528239202
2023-08-12,LAX,502,11.97609561752988
2023-08-13,LAX,558,17.602150537634408
2023-08-14,LAX,592,13.952702702702704
2023-08-15,LAX,559,1.184257602862254
2023-08-16,LAX,558,-1.8942652329749103
2023-08-17,LAX,588,9.05952380952381
2023-08-18,LAX,585,16.68034188034188
2023-08-19,LAX,500,13.326
2023-08-20,LAX,535,13.762616822429907
2023-08-21,LAX,576,0.6701388888888888
2023-08-22,LAX,564,-5.680851063829787
2023-08-23,LAX,563,-7.094138543516874
2023-08-24,LAX,586,5.493174061433447
2023-08-25,LAX,582,0.852233676975945
2023-08-26,LAX,506,-4.426877470355731
2023-08-27,LAX,574,4.571428571428571
2023-08-28,LAX,583,1.2126929674099485
2023-08-29,LAX,557,-3.414721723518851
2023-08-30,LAX,557,0.1436265709156194
2023-08-31,LAX,584,-0.032534246575342464
2023-09-01,LAX,576,19.43923611111111
2023-09-02,LAX,483,3.0476190476190474
2023-09-03,LAX,524,-1.3015267175572518
2023-09-04,LAX,586,-0.5358361774744027
2023-09-05,LAX,524,-0.3931297709923664
2023-09-06,LAX,511,-7.056751467710372
2023-09-07,LAX,544,12.270220588235293
2023-09-08,LAX,535,14.521495327102803
2023-09-09,LAX,464,19.726293103448278
2023-09-10,LAX,542,15.313653136531366
2023-09-11,LAX,565,10.219469026548673
2023-09-12,LAX,520,1.75
2023-09-13,LAX,520,1.3307692307692307
2023-09-14,LAX,569,10.483304042179261
2023-09-15,LAX,561,3.6007130124777182
2023-09-16,LAX,474,-0.9662447257383966
2023-09-17,LAX,552,7.211956521739131
2023-09-18,LAX,568,5.552816901408451
2023-09-19,LAX,516,3.5736434108527133
2023-09-20,LAX,523,4.946462715105162
2023-09-21,LAX,570,11.833333333333334
2023-09-22,LAX,568,8.304577464788732
2023-09-23,LAX,476,2.7983193277310923
2023-09-24,LAX,550,9.203636363636363
2023-09-25,LAX,567,4.573192239858907
2023-09-26,LAX,522,-1.3160919540229885
2023-09-27,LAX,522,-9.114942528735632
2023-09-28,LAX,573,-2.2897033158813263
2023-09-29,LAX,566,1.4204946996466432
2023-09-30,LAX,479,1.1941544885177453
2023-10-01,LAX,552,4.2481884057971016
2023-10-02,LAX,573,-0.7068062827225131
2023-10-03,LAX,527,-4.817836812144212
2023-10-04,LAX,519,-5.294797687861272
2023-10-05,LAX,579,-0.8065630397236615
2023-10-06,LAX,578,3.9705882352941178
2023-10-07,LAX,486,2.853909465020576
2023-10-08,LAX,549,20.35336976320583
2023-10-09,LAX,576,1.1840277777777777
2023-10-10,LAX,532,-6.139097744360902
2023-10-11,LAX,525,0.14285714285714285
2023-10-12,LAX,578,7.775086505190312
2023-10-13,LAX,576,4.038194444444445
2023-10-14,LAX,481,-1.8835758835758836
2023-10-15,LAX,555,-5.654054054054054
2023-10-16,LAX,580,-7.781034482758621
2023-10-17,LAX,533,-12.022514071294559
2023-10-18,LAX,524,-3.7614503816793894
2023-10-19,LAX,578,6.3719723183391
2023-10-20,LAX,577,1.8145580589254766
2023-10-21,LAX,474,-0.7953586497890295
2023-10-22,LAX,550,7.796363636363636
2023-10-23,LAX,574,0.5662020905923345
2023-10-24,LAX,530,-2.171698113207547
2023-10-25,LAX,522,-1.1513409961685823
2023-10-26,LAX,573,5.818499127399651
2023-10-27,LAX,573,4.87434554973822
2023-10-28,LAX,467,10.276231263383298
2023-10-29,LAX,521,11.5489443378119
2023-10-30,LAX,543,3.10865561694291
2023-10-31,LAX,477,-4.444444444444445
2023-11-01,LAX,505,-6.4
2023-11-02,LAX,557,-8.678635547576302
2023-11-03,LAX,557,11.761220825852783
2023-11-04,LAX,476,-10.394957983193278
2023-11-05,LAX,535,-6.28411214953271
2023-11-06,LAX,550,-3.272727272727273
2023-11-07,LAX,519,-2.3603082851637764
2023-11-08,LAX,518,1.8455598455598456
2023-11-09,LAX,549,0.14389799635701275
2023-11-10,LAX,548,-5.315693430656935
2023-11-11,LAX,472,-8.023305084745763
2023-11-12,LAX,540,-6.3
2023-11-13,LAX,552,-4.7771739130434785
2023-11-14,LAX,524,-6.517175572519084
2023-11-15,LAX,508,13.64763779527559
2023-11-16,LAX,557,7.299820466786356
2023-11-17,LAX,554,8.041516245487365
2023-11-18,LAX,479,5.60125260960334
2023-11-19,LAX,547,3.9250457038391224
2023-11-20,LAX,543,-8.642725598526704
2023-11-21,LAX,540,-13.094444444444445
2023-11-22,LAX,550,-14.014545454545454
2023-11-23,LAX,349,-15.126074498567336
2023-11-24,LAX,488,-3.6577868852459017
2023-11-25,LAX,541,3.412199630314233
2023-11-26,LAX,570,8.62280701754386
2023-11-27,LAX,563,2.4067495559502663
