date,airport,inbound_flights,inbound_avg_arr_delay
2021-08-18,ATL,859,-3.7881257275902214
2021-08-19,ATL,923,8.603466955579632
2021-08-20,ATL,939,-0.3759318423855165
2021-08-21,ATL,815,-2.2883435582822087
2021-08-22,ATL,921,-3.9457111834961998
2021-08-23,ATL,939,-4.4504792332268375
2021-08-24,ATL,855,-7.067836257309941
2021-08-25,ATL,856,-2.163551401869159
2021-08-26,ATL,937,-3.610458911419424
2021-08-27,ATL,944,3.1461864406779663
2021-08-28,ATL,827,-4.933494558645707
2021-08-29,ATL,909,-0.7601760176017601
2021-08-30,ATL,913,2.0481927710843375
2021-08-31,ATL,837,-3.2437275985663083
2021-09-01,ATL,847,-3.3506493506493507
2021-09-02,ATL,919,-0.009793253536452665
2021-09-03,ATL,937,-4.5965848452508
2021-09-04,ATL,801,-7.856429463171036
2021-09-05,ATL,821,-6.936662606577345
2021-09-06,ATL,865,-1.8184971098265896
2021-09-07,ATL,820,-1.55
2021-09-08,ATL,819,-0.6715506715506715
2021-09-09,ATL,859,-3.593713620488941
2021-09-10,ATL,869,-5.182968929804373
2021-09-11,ATL,790,-9.353164556962025
2021-09-12,ATL,888,-3.304054054054054
2021-09-13,ATL,954,-8.69916142557652
2021-09-14,ATL,846,-8.771867612293144
2021-09-15,ATL,857,0.8261376896149358
2021-09-16,ATL,954,0.7536687631027253
2021-09-17,ATL,960,0.9354166666666667
2021-09-18,ATL,804,1.7462686567164178
2021-09-19,ATL,955,4.67434554973822
2021-09-20,ATL,957,5.156739811912225
2021-09-21,ATL,855,-2.742690058479532
2021-09-22,ATL,855,-2.1555555555555554
2021-09-23,ATL,934,3.6755888650963597
2021-09-24,ATL,958,3.941544885177453
2021-09-25,ATL,805,-5.447204968944099
2021-09-26,ATL,958,-1.082463465553236
2021-09-27,ATL,961,-5.634755463059313
2021-09-28,ATL,851,-7.329024676850763
2021-09-29,ATL,854,-10.380562060889929
2021-09-30,ATL,953,-5.04616998950682
2021-10-01,ATL,960,-2.379166666666667
2021-10-02,ATL,799,-3.2403003754693365
2021-10-03,ATL,948,6.815400843881856
2021-10-04,ATL,949,5.767123287671233
2021-10-05,ATL,848,5.601415094339623
2021-10-06,ATL,854,2.050351288056206
2021-10-07,ATL,956,1.8880753138075315
2021-10-08,ATL,948,18.577004219409282
2021-10-09,ATL,786,9.356234096692113
2021-10-10,ATL,920,5.75
2021-10-11,ATL,946,2.033826638477801
2021-10-12,ATL,854,-5.168618266978923
2021-10-13,ATL,854,-4.447306791569087
2021-10-14,ATL,949,-5.239199157007376
2021-10-15,ATL,963,-4.470404984423676
2021-10-16,ATL,810,-1.7493827160493827
2021-10-17,ATL,948,-2.9725738396624473
2021-10-18,ATL,962,-5.70997920997921
2021-10-19,ATL,854,-9.05152224824356
2021-10-20,ATL,859,-9.458672875436553
2021-10-21,ATL,954,-4.5251572327044025
2021-10-22,ATL,962,-1.5987525987525988
2021-10-23,ATL,806,-8.468982630272953
2021-10-24,ATL,949,1.898840885142255
2021-10-25,ATL,959,0.616266944734098
2021-10-26,ATL,851,-8.527614571092831
2021-10-27,ATL,855,-7.590643274853801
2021-10-28,ATL,950,9.843157894736843
2021-10-29,ATL,960,0.565625
2021-10-30,ATL,801,-2.3146067415730336
2021-10-31,ATL,790,-2.869620253164557
2021-11-01,ATL,958,-2.7828810020876826
2021-11-02,ATL,850,-8.048235294117648
2021-11-03,ATL,860,-0.577906976744186
2021-11-04,ATL,961,4.416233090530697
2021-11-05,ATL,960,0.9697916666666667
2021-11-06,ATL,795,-3.739622641509434
2021-11-07,ATL,930,-4.117204301075269
2021-11-08,ATL,942,-9.005307855626327
2021-11-09,ATL,846,-12.102836879432624
2021-11-10,ATL,852,-8.515258215962442
2021-11-11,ATL,943,-0.7900318133616119
2021-11-12,ATL,942,-0.5435244161358811
2021-11-13,ATL,769,-3.4213263979193758
2021-11-14,ATL,935,-0.17967914438502675
2021-11-15,ATL,942,-4.36411889596603
2021-11-16,ATL,844,-10.909952606635072
2021-11-17,ATL,859,-10.174621653084982
2021-11-18,ATL,945,-3.6296296296296298
2021-11-19,ATL,952,-3.4012605042016806
2021-11-20,ATL,788,7.522842639593908
2021-11-21,ATL,917,1.875681570338059
2021-11-22,ATL,858,-1.344988344988345
2021-11-23,ATL,868,-6.320276497695852
2021-11-24,ATL,949,-8.38777660695469
2021-11-25,ATL,640,-5.8171875
2021-11-26,ATL,741,-6.385964912280702
2021-11-27,ATL,919,-5.737758433079434
2021-11-28,ATL,959,0.6903023983315955
2021-11-29,ATL,955,-3.8910994764397904
2021-11-30,ATL,874,-6.998855835240275
2021-12-01,ATL,836,-6.248803827751196
2021-12-02,ATL,912,-6.719298245614035
2021-12-03,ATL,917,-6.682660850599782
2021-12-04,ATL,727,-2.722145804676754
2021-12-05,ATL,902,-3.761640798226164
2021-12-06,ATL,897,6.8762541806020065
2021-12-07,ATL,808,-5.871287128712871
2021-12-08,ATL,812,-1.7105911330049262
2021-12-09,ATL,897,-1.5128205128205128
2021-12-10,ATL,899,9.272525027808676
2021-12-11,ATL,708,14.062146892655367
2021-12-12,ATL,897,-7.506131549609811
2021-12-13,ATL,898,-10.357461024498887
2021-12-14,ATL,811,-12.088779284833539
2021-12-15,ATL,815,-5.071165644171779
2021-12-16,ATL,904,-3.6371681415929205
2021-12-17,ATL,910,6.779120879120879
2021-12-18,ATL,789,16.774397972116603
2021-12-19,ATL,853,7.235638921453693
2021-12-20,ATL,869,-3.1392405063291138
2021-12-21,ATL,891,0.12457912457912458
2021-12-22,ATL,896,-9.760044642857142
2021-12-23,ATL,891,-10.080808080808081
2021-12-24,ATL,650,-8.226153846153846
2021-12-25,ATL,568,-7.068661971830986
2021-12-26,ATL,824,2.8470873786407767
2021-12-27,ATL,868,10.512672811059907
2021-12-28,ATL,866,8.71824480369515
2021-12-29,ATL,870,7.625287356321839
2021-12-30,ATL,846,39.45744680851064
2021-12-31,ATL,644,13.472049689440993
2022-01-01,ATL,631,8.614896988906498
2022-01-02,ATL,793,28.540983606557376
2022-01-03,ATL,805,16.827329192546586
2022-01-04,ATL,835,6.132934131736527
2022-01-05,ATL,755,-1.3205298013245033
2022-01-06,ATL,798,2.575187969924812
2022-01-07,ATL,788,8.51015228426396
2022-01-08,ATL,686,-2.371720116618076
2022-01-09,ATL,827,1.9419588875453446
2022-01-10,ATL,865,-8.167630057803468
2022-01-11,ATL,790,-10.625316455696202
2022-01-12,ATL,786,-12.139949109414758
2022-01-13,ATL,864,-11.494212962962964
2022-01-14,ATL,883,-9.839184597961495
2022-01-15,ATL,673,-2.3387815750371472
2022-01-16,ATL,486,15.55761316872428
2022-01-17,ATL,839,7.487485101311084
2022-01-18,ATL,795,-11.30817610062893
2022-01-19,ATL,800,-9.17875
2022-01-20,ATL,874,1.0675057208237986
2022-01-21,ATL,883,4.796149490373726
2022-01-22,ATL,680,-6.202941176470588
2022-01-23,ATL,878,-1.6548974943052392
2022-01-24,ATL,882,-6.121315192743764
2022-01-25,ATL,792,-12.309343434343434
2022-01-26,ATL,799,-12.740926157697121
2022-01-27,ATL,888,-6.88963963963964
2022-01-28,ATL,768,27.111979166666668
2022-01-29,ATL,514,7.48443579766537
2022-01-30,ATL,839,-3.945172824791418
2022-01-31,ATL,882,-7.782312925170068
2022-02-01,ATL,793,-13.952080706179068
2022-02-02,ATL,763,-0.7942332896461337
2022-02-03,ATL,765,5.6156862745098035
2022-02-04,ATL,822,17.624087591240876
2022-02-05,ATL,684,-3.513157894736842
2022-02-06,ATL,870,3.5804597701149423
2022-02-07,ATL,873,-0.570446735395189
2022-02-08,ATL,791,-11.25031605562579
2022-02-09,ATL,794,-10.48992443324937
2022-02-10,ATL,885,-8.071186440677966
2022-02-11,ATL,884,-7.5644796380090495
2022-02-12,ATL,676,-7.544378698224852
2022-02-13,ATL,714,5.977591036414566
2022-02-14,ATL,878,-1.8371298405466971
2022-02-15,ATL,794,-8.743073047858942
2022-02-16,ATL,793,-11.802017654476671
2022-02-17,ATL,874,5.964530892448512
2022-02-18,ATL,885,7.0790960451977405
2022-02-19,ATL,683,0.14494875549048317
2022-02-20,ATL,721,-6.324549237170596
2022-02-21,ATL,888,-3.7725225225225225
2022-02-22,ATL,811,0.22318125770653513
2022-02-23,ATL,788,1.9720812182741116
2022-02-24,ATL,862,4.081206496519721
2022-02-25,ATL,860,7.434883720930233
2022-02-26,ATL,704,-2.8125
2022-02-27,ATL,878,4.542141230068337
2022-02-28,ATL,891,-7.049382716049383
2022-03-01,ATL,809,-11.859085290482076
2022-03-02,ATL,806,-12.733250620347395
2022-03-03,ATL,884,-10.32918552036199
2022-03-04,ATL,868,-5.13479262672811
2022-03-05,ATL,694,-8.409221902017292
2022-03-06,ATL,862,-3.0336426914153134
2022-03-07,ATL,880,5.927272727272728
2022-03-08,ATL,822,4.648418491484185
2022-03-09,ATL,815,6.440490797546012
2022-03-10,ATL,900,13.313333333333333
2022-03-11,ATL,894,21.48434004474273
2022-03-12,ATL,748,45.27272727272727
2022-03-13,ATL,859,16.18859138533178
2022-03-14,ATL,899,2.7296996662958843
2022-03-15,ATL,835,0.29101796407185626
2022-03-16,ATL,812,7.980295566502463
2022-03-17,ATL,898,10.091314031180401
2022-03-18,ATL,848,52.152122641509436
2022-03-19,ATL,752,14.611702127659575
2022-03-20,ATL,906,-1.0695364238410596
2022-03-21,ATL,900,-0.6722222222222223
2022-03-22,ATL,833,5.577430972388956
2022-03-23,ATL,830,5.365060240963856
2022-03-24,ATL,908,6.785242290748899
2022-03-25,ATL,911,-2.9758507135016465
2022-03-26,ATL,786,-4.729007633587786
2022-03-27,ATL,905,-2.7193370165745856
2022-03-28,ATL,910,0.6450549450549451
2022-03-29,ATL,837,-7.765830346475508
2022-03-30,ATL,830,-1.0771084337349397
2022-03-31,ATL,899,11.36262513904338
2022-04-01,ATL,887,12.40586245772266
2022-04-02,ATL,708,12.925141242937853
2022-04-03,ATL,862,6.756380510440835
2022-04-04,ATL,902,-0.005543237250554324
2022-04-05,ATL,811,28.15659679408138
2022-04-06,ATL,812,21.120689655172413
2022-04-07,ATL,868,24.26958525345622
2022-04-08,ATL,848,7.246462264150943
2022-04-09,ATL,751,0.4580559254327563
2022-04-10,ATL,889,-2.5073115860517436
2022-04-11,ATL,915,-0.4896174863387978
2022-04-12,ATL,852,-0.47417840375586856
2022-04-13,ATL,845,6.4934911242603555
2022-04-14,ATL,913,6.929901423877327
2022-04-15,ATL,910,9.291208791208792
2022-04-16,ATL,765,5.4640522875816995
2022-04-17,ATL,879,10.74061433447099
2022-04-18,ATL,915,8.253551912568305
2022-04-19,ATL,853,-3.6987104337631886
2022-04-20,ATL,852,-5.428403755868545
2022-04-21,ATL,920,-2.407608695652174
2022-04-22,ATL,918,-2.6633986928104574
2022-04-23,ATL,779,-5.373555840821566
2022-04-24,ATL,912,-2.699561403508772
2022-04-25,ATL,911,0.33699231613611413
2022-04-26,ATL,852,-0.6842723004694836
2022-04-27,ATL,863,-3.976825028968714
2022-04-28,ATL,927,-2.0366774541531822
2022-04-29,ATL,931,-4.041890440386681
2022-04-30,ATL,787,5.693773824650572
2022-05-01,ATL,909,7.051705170517052
2022-05-02,ATL,926,0.8444924406047516
2022-05-03,ATL,862,-1.7447795823665893
2022-05-04,ATL,870,-1.7689655172413794
2022-05-05,ATL,941,6.650371944739638
2022-05-06,ATL,943,8.597030752916226
2022-05-07,ATL,792,4.527777777777778
2022-05-08,ATL,925,1.894054054054054
2022-05-09,ATL,941,-2.1689691817215726
2022-05-10,ATL,872,-8.047018348623853
2022-05-11,ATL,873,-5.123711340206185
2022-05-12,ATL,948,0.7236286919831224
2022-05-13,ATL,931,8.788399570354457
2022-05-14,ATL,777,5.903474903474904
2022-05-15,ATL,902,6.569844789356985
2022-05-16,ATL,929,9.822389666307858
2022-05-17,ATL,868,2.3525345622119818
2022-05-18,ATL,874,-1.937070938215103
2022-05-19,ATL,943,-1.951219512195122
2022-05-20,ATL,905,11.96574585635359
2022-05-21,ATL,754,16.782493368700266
2022-05-22,ATL,885,12.574011299435028
2022-05-23,ATL,893,25.435610302351623
2022-05-24,ATL,858,2.668997668997669
2022-05-25,ATL,869,11.759493670886076
2022-05-26,ATL,924,13.824675324675324
2022-05-27,ATL,896,13.286830357142858
2022-05-28,ATL,727,3.705639614855571
2022-05-29,ATL,780,5.123076923076923
2022-05-30,ATL,908,3.670704845814978
2022-05-31,ATL,865,-3.5895953757225434
2022-06-01,ATL,853,5.412661195779601
2022-06-02,ATL,905,13.579005524861879
2022-06-03,ATL,902,1.8037694013303769
2022-06-04,ATL,762,-0.17585301837270342
2022-06-05,ATL,911,2.058177826564215
2022-06-06,ATL,888,20.92792792792793
2022-06-07,ATL,856,9.179906542056075
2022-06-08,ATL,865,6.593063583815029
2022-06-09,ATL,915,4.432786885245902
2022-06-10,ATL,919,8.551686615886833
2022-06-11,ATL,810,6.807407407407408
2022-06-12,ATL,893,8.352743561030236
2022-06-13,ATL,918,0.7265795206971678
2022-06-14,ATL,859,4.772991850989523
2022-06-15,ATL,851,11.35135135135135
2022-06-16,ATL,879,28.99089874857793
2022-06-17,ATL,873,23.741122565864835
2022-06-18,ATL,769,14.72041612483745
2022-06-19,ATL,858,6.82051282051282
2022-06-20,ATL,909,2.7755775577557755
2022-06-21,ATL,870,-5.697701149425288
2022-06-22,ATL,861,4.149825783972125
2022-06-23,ATL,914,6.213347921225383
2022-06-24,ATL,900,3.5766666666666667
2022-06-25,ATL,777,0.510939510939511
2022-06-26,ATL,866,6.695150115473441
2022-06-27,ATL,860,14.648837209302325
2022-06-28,ATL,861,4.372822299651568
2022-06-29,ATL,873,7.369988545246277
2022-06-30,ATL,911,-0.3402854006586169
2022-07-01,ATL,907,11.482910694597575
2022-07-02,ATL,810,7.735802469135803
2022-07-03,ATL,799,2.509386733416771
2022-07-04,ATL,781,-5.818181818181818
2022-07-05,ATL,871,1.7267508610792193
2022-07-06,ATL,832,-0.18269230769230768
2022-07-07,ATL,829,-0.1278648974668275
2022-07-08,ATL,830,5.886746987951807
2022-07-09,ATL,831,23.70276774969916
2022-07-10,ATL,908,12.33920704845815
2022-07-11,ATL,942,4.024416135881104
2022-07-12,ATL,895,-1.3664804469273744
2022-07-13,ATL,904,12.939159292035399
2022-07-14,ATL,938,2.5159914712153517
2022-07-15,ATL,937,1.3617929562433297
2022-07-16,ATL,819,9.63980463980464
2022-07-17,ATL,889,6.988751406074241
2022-07-18,ATL,929,13.246501614639397
2022-07-19,ATL,890,27.94943820224719
2022-07-20,ATL,904,8.493362831858407
2022-07-21,ATL,921,44.865363735070574
2022-07-22,ATL,912,14.735745614035087
2022-07-23,ATL,767,30.27509778357236
2022-07-24,ATL,846,23.498817966903072
2022-07-25,ATL,920,14.115217391304348
2022-07-26,ATL,892,11.683856502242152
2022-07-27,ATL,902,0.5077605321507761
2022-07-28,ATL,930,2.7096774193548385
2022-07-29,ATL,932,5.594420600858369
2022-07-30,ATL,811,7.484586929716399
2022-07-31,ATL,884,2.490950226244344
2022-08-01,ATL,939,3.841320553780618
2022-08-02,ATL,889,-4.1856017997750286
2022-08-03,ATL,883,4.582106455266138
2022-08-04,ATL,901,16.624861265260822
2022-08-05,ATL,871,22.22273249138921
2022-08-06,ATL,785,15.742675159235668
2022-08-07,ATL,861,14.342624854819977
2022-08-08,ATL,920,5.61195652173913
2022-08-09,ATL,885,10.75819209039548
2022-08-10,ATL,869,16.327963176064443
2022-08-11,ATL,915,5.949726775956284
2022-08-12,ATL,918,2.6013071895424837
2022-08-13,ATL,813,-1.4145141451414514
2022-08-14,ATL,886,-1.963882618510158
2022-08-15,ATL,900,4.1755555555555555
2022-08-16,ATL,866,-2.984988452655889
2022-08-17,ATL,874,0.18421052631578946
2022-08-18,ATL,896,3.8627232142857144
2022-08-19,ATL,898,9.948775055679286
2022-08-20,ATL,804,9.381840796019901
2022-08-21,ATL,864,7.292824074074074
2022-08-22,ATL,887,11.971815107102593
2022-08-23,ATL,862,-1.4721577726218098
2022-08-24,ATL,865,-2.4867052023121388
2022-08-25,ATL,898,-3.0512249443207127
2022-08-26,ATL,896,0.19196428571428573
2022-08-27,ATL,804,-2.735074626865672
2022-08-28,ATL,874,-0.19908466819221968
2022-08-29,ATL,898,4.307349665924276
2022-08-30,ATL,844,10.039099526066352
2022-08-31,ATL,870,-4.8517241379310345
2022-09-01,ATL,897,1.2530657748049052
2022-09-02,ATL,896,-1.9553571428571428
2022-09-03,ATL,755,-0.3562913907284768
2022-09-04,ATL,748,9.794117647058824
2022-09-05,ATL,893,0.7894736842105263
2022-09-06,ATL,823,-3.092345078979344
2022-09-07,ATL,817,-2.099143206854345
2022-09-08,ATL,838,-2.7088305489260143
2022-09-09,ATL,849,2.47585394581861
2022-09-10,ATL,788,1.8058375634517767
2022-09-11,ATL,912,5.775219298245614
2022-09-12,ATL,944,1.242584745762712
2022-09-13,ATL,873,-6.430698739977091
2022-09-14,ATL,879,-4.656427758816838
2022-09-15,ATL,944,-5.907838983050848
2022-09-16,ATL,943,-3.782608695652174
2022-09-17,ATL,792,-3.547979797979798
2022-09-18,ATL,931,-3.1288936627282493
2022-09-19,ATL,944,-3.989406779661017
2022-09-20,ATL,874,-7.633867276887872
2022-09-21,ATL,882,-4.987528344671202
2022-09-22,ATL,938,1.4498933901918976
2022-09-23,ATL,940,-2.0148936170212766
2022-09-24,ATL,792,-6.515151515151516
2022-09-25,ATL,929,2.5683530678148547
2022-09-26,ATL,948,1.0981012658227849
2022-09-27,ATL,874,-5.808924485125858
2022-09-28,ATL,824,-2.387135922330097
2022-09-29,ATL,861,-4.277584204413473
2022-09-30,ATL,847,-2.0566706021251475
2022-10-01,ATL,750,-0.32266666666666666
2022-10-02,ATL,901,-0.7724750277469479
2022-10-03,ATL,929,-6.557588805166846
2022-10-04,ATL,858,-4.538461538461538
2022-10-05,ATL,869,-4.264672036823936
2022-10-06,ATL,919,-6.476605005440696
2022-10-07,ATL,913,-4.424972617743702
2022-10-08,ATL,782,-5.108695652173913
2022-10-09,ATL,907,-1.5468577728776185
2022-10-10,ATL,921,-7.286644951140065
2022-10-11,ATL,869,-7.119677790563866
2022-10-12,ATL,870,4.319540229885058
2022-10-13,ATL,913,7.119386637458927
2022-10-14,ATL,917,0.12213740458015267
2022-10-15,ATL,780,-1.1512820512820512
2022-10-16,ATL,909,-3.2123212321232124
2022-10-17,ATL,919,-2.0968443960826986
2022-10-18,ATL,866,-2.5369515011547343
2022-10-19,ATL,873,-3.0378006872852232
2022-10-20,ATL,919,-2.704026115342764
2022-10-21,ATL,920,-5.0456521739130435
2022-10-22,ATL,782,-6.975703324808184
2022-10-23,ATL,908,-0.8480176211453745
2022-10-24,ATL,918,1.6830065359477124
2022-10-25,ATL,862,5.323665893271461
2022-10-26,ATL,867,-0.3886966551326413
2022-10-27,ATL,915,-0.8098360655737705
2022-10-28,ATL,909,6.894389438943894
2022-10-29,ATL,764,0.9502617801047121
2022-10-30,ATL,809,10.04449938195303
2022-10-31,ATL,776,1.268041237113402
2022-11-01,ATL,869,-2.4039125431530497
2022-11-02,ATL,876,-5.853881278538813
2022-11-03,ATL,923,-5.512459371614301
2022-11-04,ATL,919,11.760609357997824
2022-11-05,ATL,772,10.185233160621761
2022-11-06,ATL,819,-1.424908424908425
2022-11-07,ATL,825,-2.183030303030303
2022-11-08,ATL,815,-6.125153374233129
2022-11-09,ATL,880,-4.476136363636364
2022-11-10,ATL,899,3.07230255839822
2022-11-11,ATL,925,6.593513513513513
2022-11-12,ATL,804,2.904228855721393
2022-11-13,ATL,932,0.4055793991416309
2022-11-14,ATL,941,-1.6471838469713072
2022-11-15,ATL,908,7.284140969162996
2022-11-16,ATL,914,0.9288840262582057
2022-11-17,ATL,942,1.4681528662420382
2022-11-18,ATL,935,4.251336898395722
2022-11-19,ATL,807,1.4473358116480792
2022-11-20,ATL,941,3.7725823591923486
2022-11-21,ATL,900,-0.7677777777777778
2022-11-22,ATL,890,-4.226966292134832
2022-11-23,ATL,937,-2.4919957310565635
2022-11-24,ATL,657,-0.197869101978691
2022-11-25,ATL,775,-0.2954838709677419
2022-11-26,ATL,898,4.3763919821826285
2022-11-27,ATL,944,3.082627118644068
2022-11-28,ATL,939,-5.610223642172524
2022-11-29,ATL,877,-0.5381984036488028
2022-11-30,ATL,857,4.658109684947491
2022-12-01,ATL,910,-2.756043956043956
2022-12-02,ATL,913,-9.894852135815992
2022-12-03,ATL,780,-5.888461538461539
2022-12-04,ATL,908,-4.9812775330396475
2022-12-05,ATL,915,-0.5617486338797815
2022-12-06,ATL,866,-1.2875288683602772
2022-12-07,ATL,872,-4.362385321100917
2022-12-08,ATL,912,-3.6228070175438596
2022-12-09,ATL,916,1.5851528384279476
2022-12-10,ATL,785,2.5388535031847135
2022-12-11,ATL,905,8.45524861878453
2022-12-12,ATL,914,2.787746170678337
2022-12-13,ATL,867,1.502883506343714
2022-12-14,ATL,868,5.139400921658986
2022-12-15,ATL,906,6.89514348785872
2022-12-16,ATL,911,4.718990120746432
2022-12-17,ATL,793,7.269861286254729
2022-12-18,ATL,870,-1.0804597701149425
2022-12-19,ATL,877,0.12884834663625996
2022-12-20,ATL,870,6.318390804597701
2022-12-21,ATL,873,8.030927835051546
2022-12-22,ATL,835,24.110179640718563
2022-12-23,ATL,785,54.02547770700637
2022-12-24,ATL,552,46.677536231884055
2022-12-25,ATL,535,21.34392523364486
2022-12-26,ATL,741,32.31848852901484
2022-12-27,ATL,803,22.900373599003736
2022-12-28,ATL,815,1.7361963190184049
2022-12-29,ATL,827,1.683192261185006
2022-12-30,ATL,869,2.950517836593786
2022-12-31,ATL,676,10.177514792899409
2023-01-01,ATL,692,7.979768786127168
2023-01-02,ATL,860,28.1046511627907
2023-01-03,ATL,808,34.58787128712871
2023-01-04,ATL,784,43.77423469387755
2023-01-05,ATL,819,5.4212454212454215
2023-01-06,ATL,822,-6.819951338199513
2023-01-07,ATL,773,-5.826649417852523
2023-01-08,ATL,836,1.2165071770334928
2023-01-09,ATL,870,-3.5908045977011493
2023-01-10,ATL,852,-8.455399061032864
2023-01-11,ATL,796,49.83165829145729
2023-01-12,ATL,848,35.341981132075475
2023-01-13,ATL,871,9.177956371986223
2023-01-14,ATL,760,-3.1092105263157896
2023-01-15,ATL,795,-4.494339622641509
2023-01-16,ATL,913,-6.802847754654984
2023-01-17,ATL,860,-4.67906976744186
2023-01-18,ATL,854,-0.2997658079625293
2023-01-19,ATL,919,-2.6605005440696408
2023-01-20,ATL,922,-6.057483731019523
2023-01-21,ATL,770,-2.7974025974025976
2023-01-22,ATL,908,15.103524229074889
2023-01-23,ATL,919,-2.2306855277475517
2023-01-24,ATL,865,-2.699421965317919
2023-01-25,ATL,859,9.388824214202561
2023-01-26,ATL,920,-0.7804347826086957
2023-01-27,ATL,918,-0.9455337690631809
2023-01-28,ATL,775,-2.9561290322580644
2023-01-29,ATL,915,5.633879781420765
2023-01-30,ATL,905,8.90939226519337
2023-01-31,ATL,836,19.15909090909091
2023-02-01,ATL,819,2.6324786324786325
2023-02-02,ATL,892,5.604260089686099
2023-02-03,ATL,904,-2.189159292035398
2023-02-04,ATL,769,-1.1092327698309492
2023-02-05,ATL,896,-3.275669642857143
2023-02-06,ATL,890,-11.226966292134831
2023-02-07,ATL,838,-11.52744630071599
2023-02-08,ATL,836,-9.072966507177034
2023-02-09,ATL,889,-1.471316085489314
2023-02-10,ATL,890,-0.9483146067415731
2023-02-11,ATL,775,2.952258064516129
2023-02-12,ATL,796,-2.2110552763819094
2023-02-13,ATL,821,-10.213154689403167
2023-02-14,ATL,807,-7.44361833952912
2023-02-15,ATL,839,-3.8414779499404053
2023-02-16,ATL,893,9.758118701007838
2023-02-17,ATL,906,11.72075055187638
2023-02-18,ATL,781,-3.6606914212548016
2023-02-19,ATL,803,-6.86425902864259
2023-02-20,ATL,927,-5.634304207119741
2023-02-21,ATL,860,-4.631395348837209
2023-02-22,ATL,844,8.483412322274882
2023-02-23,ATL,901,0.24306326304106549
2023-02-24,ATL,912,8.598684210526315
2023-02-25,ATL,777,7.293436293436294
2023-02-26,ATL,914,1.3315098468271336
2023-02-27,ATL,928,1.5474137931034482
2023-02-28,ATL,857,-7.17269544924154
2023-03-01,ATL,861,-3.926829268292683
2023-03-02,ATL,920,-1.9532608695652174
2023-03-03,ATL,864,31.35300925925926
2023-03-04,ATL,735,8.073469387755102
2023-03-05,ATL,917,-1.292257360959651
2023-03-06,ATL,931,-6.027926960257787
2023-03-07,ATL,857,-7.386231038506418
2023-03-08,ATL,853,-7.615474794841735
2023-03-09,ATL,947,0.7983104540654699
2023-03-10,ATL,949,10.597471022128556
2023-03-11,ATL,818,7.183374083129585
2023-03-12,ATL,901,31.547169811320753
2023-03-13,ATL,948,12.79324894514768
2023-03-14,ATL,881,6.9500567536889895
2023-03-15,ATL,894,1.7170022371364653
2023-03-16,ATL,944,1.6154661016949152
2023-03-17,ATL,948,7.8734177215189876
2023-03-18,ATL,815,6.89079754601227
2023-03-19,ATL,932,4.080472103004292
2023-03-20,ATL,965,-1.2155440414507772
2023-03-21,ATL,901,-5.4661487236404
2023-03-22,ATL,902,-2.210643015521064
2023-03-23,ATL,962,-2.7422037422037424
2023-03-24,ATL,965,1.0538860103626944
2023-03-25,ATL,808,41.522277227722775
2023-03-26,ATL,896,51.8984375
2023-03-27,ATL,933,23.70418006430868
2023-03-28,ATL,893,-0.21836506159014557
2023-03-29,ATL,897,-2.2965440356744704
2023-03-30,ATL,958,-5.175365344467641
2023-03-31,ATL,936,0.6773504273504274
2023-04-01,ATL,750,47.522666666666666
2023-04-02,ATL,879,4.8759954493742885
2023-04-03,ATL,924,4.925324675324675
2023-04-04,ATL,887,-0.6335963923337091
2023-04-05,ATL,878,20.003416856492027
2023-04-06,ATL,942,10.109341825902336
2023-04-07,ATL,932,7.075107296137339
2023-04-08,ATL,797,8.376411543287327
2023-04-09,ATL,920,2.5630434782608695
2023-04-10,ATL,960,6.073958333333334
2023-04-11,ATL,893,-3.045912653975364
2023-04-12,ATL,883,-2.417893544733862
2023-04-13,ATL,931,8.361976369495167
2023-04-14,ATL,948,11.34915611814346
2023-04-15,ATL,795,11.728301886792453
2023-04-16,ATL,949,12.911485774499473
2023-04-17,ATL,955,13.993717277486912
2023-04-18,ATL,886,-0.39164785553047404
2023-04-19,ATL,894,-0.48769574944071586
2023-04-20,ATL,954,1.780922431865828
2023-04-21,ATL,963,3.7217030114226377
2023-04-22,ATL,808,8.758663366336634
2023-04-23,ATL,956,1.8744769874476988
2023-04-24,ATL,966,-0.5538302277432712
2023-04-25,ATL,897,-1.6967670011148273
2023-04-26,ATL,894,7.4630872483221475
2023-04-27,ATL,960,17.117708333333333
2023-04-28,ATL,961,4.900104058272633
2023-04-29,ATL,813,3.981549815498155
2023-04-30,ATL,934,17.585653104925054
2023-05-01,ATL,952,4.94327731092437
2023-05-02,ATL,896,-5.981026785714286
2023-05-03,ATL,896,-4.498883928571429
2023-05-04,ATL,956,-4.381799163179917
2023-05-05,ATL,965,0.9409326424870467
2023-05-06,ATL,822,-1.8832116788321167
2023-05-07,ATL,963,9.39460020768432
2023-05-08,ATL,954,6.022012578616352
2023-05-09,ATL,901,-1.637069922308546
2023-05-10,ATL,902,-0.9600886917960089
2023-05-11,ATL,978,6.731083844580777
2023-05-12,ATL,973,6.873586844809866
2023-05-13,ATL,808,0.8143564356435643
2023-05-14,ATL,963,6.031152647975078
2023-05-15,ATL,971,4.0123583934088565
2023-05-16,ATL,904,6.710176991150442
2023-05-17,ATL,905,1.867403314917127
2023-05-18,ATL,981,10.095820591233435
2023-05-19,ATL,973,7.130524152106886
2023-05-20,ATL,829,4.02291917973462
2023-05-21,ATL,970,1.456701030927835
