date,airport,temp_max,temp_min,temp_avg,precip_total,rain,snowfall,wind_speed_max,wind_gusts_max,weather_code,condition,severity,has_precipitation,has_snow,is_adverse,temp_range,peak_wind_operating,precip_operating,max_hourly_severity,storm_hours,morning_severity,evening_severity
2019-01-01,ANC,5.9,3.7,4.8,7.2,1.1,4.34,20.6,71.3,75,snow,4,1,1,1,2.2,20.6,2.6,4,10,4,1
2019-01-02,ANC,4.3,-2.5,1.3,1.5,0.3,1.19,17.4,34.9,71,snow,4,1,1,1,6.8,17.4,1.3,4,13,4,4
2019-01-03,ANC,-1.6,-6.5,-3.8,0.0,0.0,0.21,9.4,18.7,71,snow,4,0,1,1,4.9,6.2,0.0,4,3,1,1
2019-01-04,ANC,-5.8,-9.3,-7.8,0.0,0.0,0.0,6.6,15.8,3,cloudy,1,0,0,0,3.500000000000001,6.6,0.0,1,0,1,1
2019-01-05,ANC,-7.1,-12.7,-9.4,0.0,0.0,0.0,4.9,13.3,3,cloudy,1,0,0,0,5.6,4.9,0.0,1,0,1,1
2019-01-06,ANC,-12.0,-15.8,-13.9,0.0,0.0,0.0,4.3,13.3,3,cloudy,1,0,0,0,3.8000000000000007,3.5,0.0,1,0,1,1
2019-01-07,ANC,-15.3,-18.8,-17.1,0.0,0.0,0.0,6.3,18.4,3,cloudy,1,0,0,0,3.5,6.3,0.0,1,0,1,1
2019-01-08,ANC,-9.2,-15.8,-11.5,0.0,0.0,0.0,7.9,22.0,3,cloudy,1,0,0,0,6.600000000000001,7.9,0.0,1,0,1,1
2019-01-09,ANC,-6.8,-10.6,-8.9,0.0,0.0,0.0,6.6,18.0,3,cloudy,1,0,0,0,3.8,4.5,0.0,1,0,1,1
2019-01-10,ANC,-7.6,-13.1,-10.4,0.0,0.0,0.0,8.0,19.1,2,cloudy,1,0,0,0,5.5,7.9,0.0,1,0,0,0
2019-01-11,ANC,-12.5,-15.1,-13.9,0.0,0.0,0.0,12.6,24.8,3,cloudy,1,0,0,0,2.5999999999999996,12.6,0.0,1,0,1,1
2019-01-12,ANC,-5.6,-14.4,-10.3,1.1,0.0,0.77,16.0,36.7,73,snow,4,1,1,1,8.8,16.0,1.1,4,3,1,4
2019-01-13,ANC,3.0,-6.4,-0.5,0.4,0.0,0.49,11.4,39.6,73,snow,4,1,1,1,9.4,10.7,0.0,4,4,4,1
2019-01-14,ANC,2.9,-0.0,1.4,0.0,0.0,0.0,9.7,30.2,3,cloudy,1,0,0,0,2.9,9.7,0.0,1,0,1,1
2019-01-15,ANC,-0.0,-5.2,-2.8,0.0,0.0,0.0,9.2,22.3,3,cloudy,1,0,0,0,5.2,7.9,0.0,1,0,1,1
2019-01-16,ANC,2.8,-1.9,0.4,0.0,0.0,0.14,10.7,26.6,71,snow,4,0,1,1,4.699999999999999,10.7,0.0,4,2,4,1
2019-01-17,ANC,1.6,-3.1,-1.2,0.0,0.0,0.0,8.2,20.2,3,cloudy,1,0,0,0,4.7,5.0,0.0,1,0,1,1
2019-01-18,ANC,-3.3,-7.2,-5.2,0.0,0.0,0.0,4.5,14.0,3,cloudy,1,0,0,0,3.9,4.5,0.0,1,0,1,1
2019-01-19,ANC,-4.5,-9.6,-6.3,0.0,0.0,0.0,4.1,15.1,1,cloudy,1,0,0,0,5.1,4.1,0.0,1,0,1,1
2019-01-20,ANC,-8.2,-11.1,-9.5,0.0,0.0,0.0,6.4,18.4,2,cloudy,1,0,0,0,2.9000000000000004,6.4,0.0,1,0,1,1
2019-01-21,ANC,-5.1,-9.7,-7.4,0.4,0.0,0.42,9.1,22.7,71,snow,4,1,1,1,4.6,9.1,0.4,4,6,1,4
2019-01-22,ANC,1.2,-5.7,-1.7,0.4,0.0,0.49,10.5,33.1,71,snow,4,1,1,1,6.9,10.5,0.4,4,7,1,4
2019-01-23,ANC,4.4,1.6,3.4,5.3,3.1,1.54,12.0,45.0,73,snow,4,1,1,1,2.8000000000000003,12.0,4.1,4,17,4,4
2019-01-24,ANC,4.5,2.4,3.7,5.2,3.1,1.47,13.4,42.8,73,snow,4,1,1,1,2.1,13.4,4.3999999999999995,4,10,4,1
2019-01-25,ANC,6.1,2.6,4.0,15.3,5.2,7.07,26.8,63.7,75,snow,4,1,1,1,3.4999999999999996,26.8,4.0,4,9,4,1
2019-01-26,ANC,3.0,-1.3,0.6,0.0,0.0,0.0,14.7,31.0,3,cloudy,1,0,0,0,4.3,14.7,0.0,1,0,1,1
2019-01-27,ANC,3.5,0.5,2.0,0.0,0.0,0.0,13.9,30.6,3,cloudy,1,0,0,0,3.0,10.7,0.0,1,0,1,1
2019-01-28,ANC,2.8,1.5,1.9,5.9,0.0,4.27,15.4,33.8,73,snow,4,1,1,1,1.2999999999999998,15.4,5.5,4,24,4,4
2019-01-29,ANC,3.0,1.4,2.3,15.5,2.0,9.45,18.1,38.5,75,snow,4,1,1,1,1.6,15.7,7.2,4,24,4,4
2019-01-30,ANC,2.9,1.5,2.2,2.1,1.0,0.77,7.8,20.5,71,snow,4,1,1,1,1.4,5.6,0.1,4,6,4,1
2019-01-31,ANC,1.4,-2.6,-0.3,0.0,0.0,0.0,4.5,12.6,3,cloudy,1,0,0,0,4.0,3.1,0.0,1,0,1,1
2019-02-01,ANC,-2.0,-5.7,-3.8,0.0,0.0,0.0,6.2,16.9,3,cloudy,1,0,0,0,3.7,6.2,0.0,1,0,1,1
2019-02-02,ANC,-2.9,-7.0,-4.5,0.0,0.0,0.0,7.6,20.9,3,cloudy,1,0,0,0,4.1,7.6,0.0,1,0,1,1
2019-02-03,ANC,-1.9,-3.9,-2.7,7.6,0.0,5.32,8.2,28.1,73,snow,4,1,1,1,2.0,8.2,6.2,4,24,4,4
2019-02-04,ANC,-1.2,-3.0,-1.7,1.0,0.0,0.84,8.1,20.2,73,snow,4,1,1,1,1.8,7.2,0.2,4,6,1,1
2019-02-05,ANC,0.5,-1.4,-0.5,2.5,0.0,1.89,8.6,20.2,73,snow,4,1,1,1,1.9,8.6,0.0,4,8,4,1
2019-02-06,ANC,-0.0,-2.8,-1.5,0.0,0.0,0.0,6.8,13.7,3,cloudy,1,0,0,0,2.8,4.4,0.0,1,0,1,1
2019-02-07,ANC,1.9,-1.9,0.3,0.0,0.0,0.0,6.9,18.0,3,cloudy,1,0,0,0,3.8,6.9,0.0,1,0,1,1
2019-02-08,ANC,2.2,-1.5,0.4,0.0,0.0,0.0,8.2,15.8,3,cloudy,1,0,0,0,3.7,8.2,0.0,1,0,1,1
2019-02-09,ANC,1.4,-1.0,0.3,0.0,0.0,0.0,5.4,13.3,3,cloudy,1,0,0,0,2.4,4.3,0.0,1,0,1,1
2019-02-10,ANC,2.2,-1.2,0.4,0.0,0.0,0.0,9.8,26.6,3,cloudy,1,0,0,0,3.4000000000000004,9.8,0.0,1,0,1,1
2019-02-11,ANC,0.7,-3.5,-1.4,0.4,0.0,0.35,8.4,28.1,71,snow,4,1,1,1,4.2,8.4,0.4,4,3,1,4
2019-02-12,ANC,2.8,-2.5,0.6,0.1,0.0,0.07,14.8,36.7,71,snow,4,0,1,1,5.3,14.8,0.1,4,1,1,1
2019-02-13,ANC,-2.2,-7.8,-4.8,0.0,0.0,0.0,22.9,43.9,3,cloudy,1,0,0,0,5.6,22.9,0.0,1,0,1,0
2019-02-14,ANC,-6.5,-11.3,-8.7,0.0,0.0,0.0,18.0,41.0,3,cloudy,1,0,0,0,4.800000000000001,14.8,0.0,1,0,0,1
2019-02-15,ANC,-5.7,-11.7,-9.8,0.0,0.0,0.0,5.7,18.0,3,cloudy,1,0,0,0,5.999999999999999,5.7,0.0,1,0,1,1
2019-02-16,ANC,-2.8,-11.6,-6.2,2.8,0.0,2.1,10.6,29.9,73,snow,4,1,1,1,8.8,10.6,2.8000000000000003,4,11,4,4
2019-02-17,ANC,2.7,-3.1,-0.0,11.1,0.2,7.7,13.4,48.6,75,snow,4,1,1,1,5.800000000000001,13.4,10.3,4,23,4,4
2019-02-18,ANC,3.0,0.7,2.0,4.6,1.1,2.59,14.2,32.0,73,snow,4,1,1,1,2.3,10.2,4.6,4,19,4,4
2019-02-19,ANC,1.6,-4.5,-1.1,1.9,0.0,1.4,13.7,35.3,73,snow,4,1,1,1,6.1,13.7,0.3,4,8,4,1
2019-02-20,ANC,-2.1,-7.7,-4.5,1.5,0.0,1.12,9.0,22.0,73,snow,4,1,1,1,5.6,9.0,1.5,4,8,1,4
2019-02-21,ANC,-1.3,-5.3,-3.5,1.1,0.0,0.84,14.4,25.9,71,snow,4,1,1,1,4.0,11.2,0.0,4,7,4,0
2019-02-22,ANC,-2.3,-7.9,-5.2,0.0,0.0,0.0,11.3,25.9,3,cloudy,1,0,0,0,5.6000000000000005,9.2,0.0,1,0,0,1
2019-02-23,ANC,-1.0,-9.7,-6.5,0.0,0.0,0.0,5.5,14.8,3,cloudy,1,0,0,0,8.7,5.5,0.0,1,0,1,1
2019-02-24,ANC,-1.8,-9.2,-6.8,0.0,0.0,0.0,4.7,13.7,3,cloudy,1,0,0,0,7.4,4.7,0.0,1,0,1,1
2019-02-25,ANC,-1.7,-9.7,-6.8,0.0,0.0,0.0,4.0,13.0,1,cloudy,1,0,0,0,7.999999999999999,3.4,0.0,1,0,1,0
2019-02-26,ANC,-1.2,-8.6,-6.1,0.0,0.0,0.0,3.4,10.4,1,cloudy,1,0,0,0,7.4,3.4,0.0,1,0,1,0
2019-02-27,ANC,-1.6,-7.2,-5.1,0.0,0.0,0.0,4.8,11.9,2,cloudy,1,0,0,0,5.6,3.8,0.0,1,0,1,1
2019-02-28,ANC,0.2,-8.4,-5.1,0.0,0.0,0.0,3.6,11.9,1,cloudy,1,0,0,0,8.6,3.6,0.0,1,0,1,0
2019-03-01,ANC,0.2,-6.8,-4.1,0.0,0.0,0.0,3.0,11.2,2,cloudy,1,0,0,0,7.0,3.0,0.0,1,0,1,1
2019-03-02,ANC,1.5,-7.4,-3.6,0.0,0.0,0.0,4.5,13.3,3,cloudy,1,0,0,0,8.9,4.5,0.0,1,0,1,1
2019-03-03,ANC,1.4,-4.7,-1.8,0.0,0.0,0.0,4.7,12.6,2,cloudy,1,0,0,0,6.1,3.7,0.0,1,0,1,1
2019-03-04,ANC,-0.4,-5.8,-3.0,0.0,0.0,0.0,6.0,14.4,3,cloudy,1,0,0,0,5.3999999999999995,6.0,0.0,1,0,1,1
2019-03-05,ANC,2.0,-4.9,-1.0,0.0,0.0,0.0,8.3,22.0,3,cloudy,1,0,0,0,6.9,8.3,0.0,1,0,1,1
2019-03-06,ANC,3.3,-0.6,0.7,0.0,0.0,0.0,6.6,18.0,3,cloudy,1,0,0,0,3.9,5.4,0.0,1,0,1,1
2019-03-07,ANC,3.3,-2.1,0.7,1.0,0.2,0.77,7.2,23.0,71,snow,4,1,1,1,5.4,7.2,1.0,4,10,1,4
2019-03-08,ANC,3.5,1.6,2.5,4.0,0.4,2.52,9.9,37.1,71,snow,4,1,1,1,1.9,9.9,3.1,4,24,4,4
2019-03-09,ANC,4.4,2.3,3.5,8.0,0.9,5.11,23.7,60.8,75,snow,4,1,1,1,2.1000000000000005,23.7,6.5,4,15,4,4
2019-03-10,ANC,6.0,3.5,4.3,5.1,1.3,2.8,17.4,50.8,73,snow,4,1,1,1,2.5,12.0,0.8,4,10,4,1
2019-03-11,ANC,4.2,2.0,3.2,3.8,1.9,1.4,11.3,27.7,71,snow,4,1,1,1,2.2,11.3,3.0,4,15,4,4
2019-03-12,ANC,3.9,-0.8,1.5,0.0,0.0,0.0,11.2,28.4,3,cloudy,1,0,0,0,4.7,9.7,0.0,1,0,1,1
2019-03-13,ANC,3.9,1.5,2.5,3.7,0.5,2.87,17.3,45.7,73,snow,4,1,1,1,2.4,17.3,3.7,4,22,4,4
2019-03-14,ANC,5.8,2.4,4.0,7.6,1.1,4.69,16.4,45.0,73,snow,4,1,1,1,3.4,14.6,3.6,4,21,4,4
2019-03-15,ANC,4.1,2.1,3.2,7.0,1.0,4.48,13.6,42.8,73,snow,4,1,1,1,1.9999999999999996,13.6,7.0,4,18,4,4
2019-03-16,ANC,5.9,2.9,4.4,9.8,3.7,4.27,18.6,41.8,73,snow,4,1,1,1,3.0000000000000004,18.6,6.9,4,20,4,4
2019-03-17,ANC,5.5,3.5,4.6,9.9,5.7,2.94,13.3,44.3,73,snow,4,1,1,1,2.0,13.0,9.3,4,15,4,4
2019-03-18,ANC,6.0,3.6,4.6,2.5,1.9,0.42,9.9,34.6,71,snow,4,1,1,1,2.4,9.9,0.5,4,5,4,2
2019-03-19,ANC,4.2,0.9,2.6,1.9,1.0,0.7,10.7,29.2,71,snow,4,1,1,1,3.3000000000000003,10.7,0.3,4,6,4,1
2019-03-20,ANC,6.3,1.8,4.2,9.0,8.9,0.07,13.7,42.1,71,snow,4,1,1,1,4.5,13.7,8.9,4,1,2,2
2019-03-21,ANC,6.5,4.3,5.2,0.9,0.8,0.07,12.9,38.2,71,snow,4,1,1,1,2.2,12.9,0.5,4,1,1,1
2019-03-22,ANC,7.0,4.0,5.3,14.3,10.3,2.8,11.4,34.6,73,snow,4,1,1,1,3.0,11.3,8.200000000000001,4,23,4,4
2019-03-23,ANC,7.4,3.6,5.0,5.4,5.4,0.0,9.0,24.5,51,drizzle,2,1,0,0,3.8,9.0,3.6,2,0,2,2
2019-03-24,ANC,6.7,2.6,4.4,0.1,0.1,0.0,10.7,24.5,51,drizzle,2,0,0,0,4.1,10.7,0.0,2,0,1,1
2019-03-25,ANC,7.5,2.4,4.5,0.0,0.0,0.0,10.4,23.8,3,cloudy,1,0,0,0,5.1,8.2,0.0,1,0,1,1
2019-03-26,ANC,6.8,1.4,3.8,0.0,0.0,0.0,5.5,8.6,3,cloudy,1,0,0,0,5.4,5.0,0.0,1,0,1,1
2019-03-27,ANC,7.6,1.1,4.1,0.0,0.0,0.0,6.9,15.5,3,cloudy,1,0,0,0,6.5,6.9,0.0,1,0,1,1
2019-03-28,ANC,7.2,0.6,4.0,0.0,0.0,0.0,7.4,16.9,3,cloudy,1,0,0,0,6.6000000000000005,6.8,0.0,1,0,1,1
2019-03-29,ANC,7.2,2.4,4.5,0.0,0.0,0.0,5.6,10.1,3,cloudy,1,0,0,0,4.800000000000001,4.3,0.0,1,0,1,1
2019-03-30,ANC,7.8,0.9,4.0,0.0,0.0,0.0,4.4,10.8,3,cloudy,1,0,0,0,6.8999999999999995,4.4,0.0,1,0,1,0
2019-03-31,ANC,8.4,-1.6,3.3,0.0,0.0,0.0,5.5,12.6,1,cloudy,1,0,0,0,10.0,5.5,0.0,1,0,1,0
2019-04-01,ANC,7.6,-0.4,3.5,0.0,0.0,0.0,4.6,9.7,3,cloudy,1,0,0,0,8.0,4.0,0.0,1,0,0,1
2019-04-02,ANC,6.5,-1.1,2.7,0.0,0.0,0.0,4.7,10.4,3,cloudy,1,0,0,0,7.6,4.1,0.0,1,0,1,1
2019-04-03,ANC,7.6,-0.2,2.9,0.0,0.0,0.0,13.5,26.3,1,cloudy,1,0,0,0,7.8,13.5,0.0,1,0,0,1
2019-04-04,ANC,4.8,-0.6,2.2,0.0,0.0,0.28,10.9,21.2,71,snow,4,0,1,1,5.3999999999999995,10.0,0.0,4,4,1,4
2019-04-05,ANC,6.7,-0.1,2.9,0.0,0.0,0.0,10.0,20.5,3,cloudy,1,0,0,0,6.8,10.0,0.0,1,0,1,1
2019-04-06,ANC,6.5,0.9,3.5,1.9,0.8,0.91,11.0,27.7,71,snow,4,1,1,1,5.6,11.0,1.8,4,8,4,2
2019-04-07,ANC,9.4,1.6,4.9,0.0,0.0,0.0,7.4,21.2,3,cloudy,1,0,0,0,7.800000000000001,6.9,0.0,1,0,1,1
2019-04-08,ANC,8.5,2.1,5.3,0.4,0.4,0.0,9.3,21.2,51,drizzle,2,1,0,0,6.4,9.3,0.4,2,0,1,2
2019-04-09,ANC,7.8,2.7,5.0,0.4,0.4,0.0,9.5,22.0,51,drizzle,2,1,0,0,5.1,7.1,0.0,2,0,1,1
2019-04-10,ANC,7.7,-1.5,3.4,0.0,0.0,0.0,8.0,24.5,1,cloudy,1,0,0,0,9.2,8.0,0.0,1,0,1,1
2019-04-11,ANC,5.7,3.3,4.9,7.5,3.4,2.87,13.9,44.6,73,snow,4,1,1,1,2.4000000000000004,13.9,7.5,4,14,4,4
2019-04-12,ANC,6.7,2.7,4.6,7.1,4.1,2.1,8.0,23.8,73,snow,4,1,1,1,4.0,6.8,6.6000000000000005,4,12,4,1
2019-04-13,ANC,7.2,0.8,3.8,0.0,0.0,0.0,7.6,17.6,3,cloudy,1,0,0,0,6.4,7.6,0.0,1,0,1,1
2019-04-14,ANC,6.6,-0.8,3.1,0.5,0.1,0.35,6.6,12.6,71,snow,4,1,1,1,7.4,6.6,0.5,4,5,1,4
2019-04-15,ANC,8.2,-1.3,3.6,0.0,0.0,0.0,7.7,16.2,1,cloudy,1,0,0,0,9.5,6.9,0.0,1,0,1,1
2019-04-16,ANC,7.6,0.5,3.9,2.5,2.1,0.28,9.2,24.1,71,snow,4,1,1,1,7.1,9.2,2.5,4,2,1,4
2019-04-17,ANC,5.4,1.6,3.3,4.3,2.8,1.05,10.5,23.0,73,snow,4,1,1,1,3.8,8.4,3.5,4,11,1,4
2019-04-18,ANC,3.5,1.4,2.3,4.9,0.2,3.43,9.4,19.1,73,snow,4,1,1,1,2.1,9.4,4.1,4,24,4,4
2019-04-19,ANC,4.1,0.1,1.9,6.8,0.8,4.34,11.1,29.5,73,snow,4,1,1,1,4.0,10.5,2.8,4,17,4,4
2019-04-20,ANC,4.5,-0.2,2.1,2.7,0.7,1.61,9.6,23.0,71,snow,4,1,1,1,4.7,9.6,2.1,4,18,4,4
2019-04-21,ANC,5.4,1.3,3.5,12.2,3.5,6.09,16.4,40.3,73,snow,4,1,1,1,4.1000000000000005,16.4,9.4,4,21,4,4
2019-04-22,ANC,3.2,-0.9,1.0,3.6,0.1,2.59,9.5,23.4,73,snow,4,1,1,1,4.1000000000000005,9.5,3.6,4,18,4,4
2019-04-23,ANC,3.3,-2.2,0.9,3.7,0.4,2.45,8.7,16.2,73,snow,4,1,1,1,5.5,8.7,3.4,4,18,1,4
2019-04-24,ANC,4.9,-3.2,1.7,0.0,0.0,0.07,12.9,34.6,71,snow,4,0,1,1,8.100000000000001,12.9,0.0,4,1,1,1
2019-04-25,ANC,7.5,1.2,4.1,0.6,0.3,0.49,11.6,34.6,71,snow,4,1,1,1,6.3,10.5,0.0,4,7,4,1
2019-04-26,ANC,8.4,1.4,4.5,0.0,0.0,0.0,4.9,12.6,3,cloudy,1,0,0,0,7.0,4.9,0.0,1,0,0,0
2019-04-27,ANC,10.2,0.1,5.3,0.0,0.0,0.0,7.3,14.0,0,clear,0,0,0,0,10.1,7.3,0.0,0,0,0,0
2019-04-28,ANC,9.1,1.2,5.6,0.0,0.0,0.0,11.2,24.8,3,cloudy,1,0,0,0,7.9,11.2,0.0,1,0,1,1
2019-04-29,ANC,7.8,5.0,6.1,2.4,2.2,0.42,9.2,26.6,71,snow,4,1,1,1,2.8,9.2,2.4,4,6,4,4
2019-04-30,ANC,11.4,4.7,8.1,1.9,1.7,0.14,7.2,19.8,71,snow,4,1,1,1,6.7,6.9,0.0,4,2,1,1
2019-05-01,ANC,12.5,5.5,8.8,0.0,0.0,0.0,8.3,13.3,3,cloudy,1,0,0,0,7.0,7.1,0.0,1,0,1,1
2019-05-02,ANC,10.6,5.6,7.9,3.7,3.7,0.0,11.2,25.6,53,drizzle,2,1,0,0,5.0,11.2,3.7,2,0,2,2
2019-05-03,ANC,8.9,4.0,6.6,0.1,0.1,0.0,11.2,25.6,51,drizzle,2,0,0,0,4.9,8.1,0.1,2,0,1,2
2019-05-04,ANC,8.9,4.9,7.0,0.1,0.1,0.0,5.5,15.8,51,drizzle,2,0,0,0,4.0,5.5,0.1,2,0,2,1
2019-05-05,ANC,8.2,3.2,6.1,1.8,1.3,0.35,12.3,30.2,71,snow,4,1,1,1,4.999999999999999,12.3,1.8,4,5,1,4
2019-05-06,ANC,9.7,5.0,7.1,1.6,1.3,0.21,9.9,29.2,71,snow,4,1,1,1,4.699999999999999,9.9,0.1,4,3,2,1
2019-05-07,ANC,11.6,6.2,8.7,1.7,1.6,0.07,16.6,41.4,71,snow,4,1,1,1,5.3999999999999995,16.6,1.7,4,1,4,1
2019-05-08,ANC,9.5,5.8,7.1,12.0,11.4,0.42,11.3,19.4,71,snow,4,1,1,1,3.7,11.3,8.9,4,6,4,2
2019-05-09,ANC,10.3,5.2,7.8,0.7,0.7,0.0,11.1,32.4,51,drizzle,2,1,0,0,5.1000000000000005,11.1,0.7,2,0,1,2
2019-05-10,ANC,9.7,7.3,8.3,9.2,8.4,0.56,18.3,52.9,71,snow,4,1,1,1,2.3999999999999995,18.3,7.7,4,6,4,4
2019-05-11,ANC,9.2,6.3,7.8,1.4,1.4,0.0,13.8,38.9,51,drizzle,2,1,0,0,2.8999999999999995,11.8,1.4,2,0,2,2
2019-05-12,ANC,9.7,5.1,7.5,0.0,0.0,0.0,10.0,25.6,3,cloudy,1,0,0,0,4.6,10.0,0.0,1,0,1,1
2019-05-13,ANC,9.6,4.3,7.3,0.0,0.0,0.0,5.9,14.8,3,cloudy,1,0,0,0,5.3,5.6,0.0,1,0,1,1
2019-05-14,ANC,13.4,6.0,9.3,0.0,0.0,0.0,6.1,15.5,3,cloudy,1,0,0,0,7.4,6.1,0.0,1,0,1,1
2019-05-15,ANC,11.6,6.2,9.2,0.0,0.0,0.0,8.9,23.0,3,cloudy,1,0,0,0,5.3999999999999995,8.9,0.0,1,0,1,1
2019-05-16,ANC,11.3,6.4,8.6,0.0,0.0,0.0,8.1,20.5,3,cloudy,1,0,0,0,4.9,8.1,0.0,1,0,1,1
2019-05-17,ANC,11.7,6.2,8.9,0.6,0.6,0.0,9.5,32.0,53,drizzle,2,1,0,0,5.499999999999999,9.5,0.6,2,0,1,1
2019-05-18,ANC,11.5,5.3,8.6,0.2,0.2,0.0,6.2,20.2,51,drizzle,2,1,0,0,6.2,6.2,0.2,2,0,1,1
2019-05-19,ANC,11.8,7.4,9.6,0.8,0.8,0.0,7.9,24.1,51,drizzle,2,1,0,0,4.4,6.8,0.8,2,0,2,1
2019-05-20,ANC,11.3,7.1,9.2,0.8,0.8,0.0,10.9,26.3,51,drizzle,2,1,0,0,4.200000000000001,10.9,0.4,2,0,2,1
2019-05-21,ANC,12.7,6.1,9.5,0.0,0.0,0.0,6.3,15.8,3,cloudy,1,0,0,0,6.6,6.3,0.0,1,0,1,1
2019-05-22,ANC,14.2,5.8,10.1,0.0,0.0,0.0,13.5,37.1,3,cloudy,1,0,0,0,8.399999999999999,13.5,0.0,1,0,1,1
2019-05-23,ANC,11.8,8.3,10.0,0.0,0.0,0.0,8.4,29.2,3,cloudy,1,0,0,0,3.5,8.4,0.0,1,0,1,1
2019-05-24,ANC,14.8,7.4,11.2,0.0,0.0,0.0,7.3,15.8,3,cloudy,1,0,0,0,7.4,5.8,0.0,1,0,1,1
2019-05-25,ANC,12.7,8.0,10.5,3.1,3.1,0.0,9.0,29.5,53,drizzle,2,1,0,0,4.699999999999999,9.0,3.1,2,0,1,2
2019-05-26,ANC,10.9,9.0,9.8,15.4,15.4,0.0,12.8,38.2,61,rain,3,1,0,1,1.9000000000000004,12.8,14.2,3,0,2,3
2019-05-27,ANC,14.4,8.6,11.6,0.0,0.0,0.0,9.0,31.3,3,cloudy,1,0,0,0,5.800000000000001,8.7,0.0,1,0,1,1
2019-05-28,ANC,15.4,8.8,11.9,0.0,0.0,0.0,8.6,22.7,3,cloudy,1,0,0,0,6.6,8.6,0.0,1,0,1,1
2019-05-29,ANC,14.1,10.2,11.7,0.0,0.0,0.0,15.6,35.3,3,cloudy,1,0,0,0,3.9,15.6,0.0,1,0,1,1
2019-05-30,ANC,11.8,9.2,10.6,1.6,1.6,0.0,9.1,28.1,51,drizzle,2,1,0,0,2.6000000000000014,9.1,1.5,2,0,2,2
2019-05-31,ANC,14.0,9.4,11.4,1.1,1.1,0.0,8.2,23.0,53,drizzle,2,1,0,0,4.6,8.2,0.7,2,0,2,1
2019-06-01,ANC,13.1,9.7,10.9,4.5,4.5,0.0,8.3,20.2,55,dense_drizzle,3,1,0,1,3.4000000000000004,8.3,3.7,3,0,1,3
2019-06-02,ANC,12.6,9.2,10.9,0.0,0.0,0.0,6.1,18.7,3,cloudy,1,0,0,0,3.4000000000000004,6.1,0.0,1,0,1,1
2019-06-03,ANC,15.8,9.1,12.6,0.8,0.8,0.0,8.3,16.9,51,drizzle,2,1,0,0,6.700000000000001,6.7,0.8,2,0,1,2
2019-06-04,ANC,16.1,10.6,13.4,0.9,0.9,0.0,7.7,19.1,53,drizzle,2,1,0,0,5.500000000000002,7.7,0.8,2,0,1,2
2019-06-05,ANC,16.6,9.5,13.6,0.0,0.0,0.0,8.2,19.8,3,cloudy,1,0,0,0,7.100000000000001,8.2,0.0,1,0,1,1
2019-06-06,ANC,17.4,11.3,14.6,0.9,0.9,0.0,8.7,21.2,51,drizzle,2,1,0,0,6.099999999999998,8.7,0.8999999999999999,2,0,1,2
2019-06-07,ANC,19.1,11.4,15.2,2.3,2.3,0.0,7.6,19.4,53,drizzle,2,1,0,0,7.700000000000001,7.6,2.3000000000000003,2,0,1,2
2019-06-08,ANC,16.3,12.1,14.0,4.7,4.7,0.0,9.0,20.5,61,rain,3,1,0,1,4.200000000000001,9.0,4.7,3,0,1,3
2019-06-09,ANC,14.6,11.1,12.9,0.2,0.2,0.0,7.4,19.8,51,drizzle,2,1,0,0,3.5,7.4,0.2,2,0,2,1
2019-06-10,ANC,19.4,9.9,14.9,0.6,0.6,0.0,5.9,18.4,53,drizzle,2,1,0,0,9.499999999999998,5.9,0.6,2,0,1,2
2019-06-11,ANC,18.9,10.7,15.3,1.5,1.5,0.0,10.8,26.6,53,drizzle,2,1,0,0,8.2,10.8,1.5,2,0,0,2
2019-06-12,ANC,17.5,13.2,15.4,0.1,0.1,0.0,10.3,23.0,51,drizzle,2,0,0,0,4.300000000000001,7.0,0.1,2,0,1,1
2019-06-13,ANC,17.5,12.9,15.1,0.3,0.3,0.0,7.6,17.3,51,drizzle,2,1,0,0,4.6,6.4,0.3,2,0,1,1
2019-06-14,ANC,17.4,12.6,15.1,0.0,0.0,0.0,11.2,27.4,3,cloudy,1,0,0,0,4.799999999999999,11.2,0.0,1,0,1,1
2019-06-15,ANC,15.5,12.3,13.6,1.2,1.2,0.0,8.8,28.1,51,drizzle,2,1,0,0,3.1999999999999993,8.8,0.3,2,0,2,1
2019-06-16,ANC,16.8,12.3,14.3,0.0,0.0,0.0,9.1,27.0,3,cloudy,1,0,0,0,4.5,9.1,0.0,1,0,1,1
2019-06-17,ANC,18.3,11.1,14.7,0.0,0.0,0.0,11.2,29.9,3,cloudy,1,0,0,0,7.200000000000001,11.2,0.0,1,0,1,1
2019-06-18,ANC,14.8,12.2,13.4,4.8,4.8,0.0,8.7,22.0,53,drizzle,2,1,0,0,2.6000000000000014,7.3,4.8,2,0,2,2
2019-06-19,ANC,17.5,12.0,14.6,0.0,0.0,0.0,6.7,16.6,3,cloudy,1,0,0,0,5.5,5.8,0.0,1,0,1,1
2019-06-20,ANC,18.7,13.2,15.9,0.0,0.0,0.0,6.5,17.3,2,cloudy,1,0,0,0,5.5,6.5,0.0,1,0,1,1
2019-06-21,ANC,19.0,12.2,15.7,0.1,0.1,0.0,8.6,21.6,51,drizzle,2,0,0,0,6.800000000000001,8.6,0.1,2,0,1,1
2019-06-22,ANC,18.8,12.8,15.7,1.3,1.3,0.0,7.7,17.3,51,drizzle,2,1,0,0,6.0,4.7,0.7000000000000001,2,0,1,2
